MM/DD/YYYY,ID,YEAR,MONTH,DAY,TSUN,TSUN_FLAGS,WSF5,WSF5_FLAGS,WSFM,WSFM_FLAGS,TMAX,TMAX_FLAGS,WSFG,WSFG_FLAGS,ACMH,ACMH_FLAGS,PRCP,PRCP_FLAGS,WT16,WT16_FLAGS,WSF2,WSF2_FLAGS,SNOW,SNOW_FLAGS,SNWD,SNWD_FLAGS,THIC,THIC_FLAGS,WDFM,WDFM_FLAGS,WT07,WT07_FLAGS,WDF1,WDF1_FLAGS,WT03,WT03_FLAGS,ACSH,ACSH_FLAGS,WT18,WT18_FLAGS,WDF2,WDF2_FLAGS,WT02,WT02_FLAGS,WT14,WT14_FLAGS,FRGT,FRGT_FLAGS,WT09,WT09_FLAGS,TAVG,TAVG_FLAGS,WV20,WV20_FLAGS,WDF5,WDF5_FLAGS,FMTM,FMTM_FLAGS,WT11,WT11_FLAGS,PGTM,PGTM_FLAGS,WT08,WT08_FLAGS,WT04,WT04_FLAGS,WESD,WESD_FLAGS,WT05,WT05_FLAGS,WDFG,WDFG_FLAGS,WT13,WT13_FLAGS,WT21,WT21_FLAGS,AWND,AWND_FLAGS,WT10,WT10_FLAGS,WT01,WT01_FLAGS,WSF1,WSF1_FLAGS,WV03,WV03_FLAGS,TMIN,TMIN_FLAGS,WV01,WV01_FLAGS
2002-02-09,USW00023234,2002,02,9,0.0,__W,80.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,76.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,30.0,__X,1455.0,__X,nan,nan,1455.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,26.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__0,nan,nan
2002-02-10,USW00023234,2002,02,10,0.0,__W,31.0,__X,nan,nan,178.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,31.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,80.0,__X,1041.0,__X,nan,nan,1908.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,7.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,56.0,__0,nan,nan
2002-02-11,USW00023234,2002,02,11,0.0,__W,63.0,__X,nan,nan,161.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,58.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,260.0,__X,2018.0,__X,nan,nan,2015.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,12.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,72.0,__0,nan,nan
2002-02-12,USW00023234,2002,02,12,0.0,__W,107.0,__X,nan,nan,172.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,270.0,__X,1959.0,__X,nan,nan,1953.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,34.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,67.0,__0,nan,nan
2002-02-13,USW00023234,2002,02,13,0.0,__W,80.0,__X,nan,nan,122.0,__0,nan,nan,nan,nan,30.0,__0,1.0,__0,76.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,260.0,__X,40.0,__X,nan,nan,53.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,26.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,89.0,__0,nan,nan
2002-02-14,USW00023234,2002,02,14,0.0,__W,72.0,__X,nan,nan,150.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,58.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,190.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,290.0,__X,2352.0,__X,nan,nan,1430.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,24.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,78.0,__0,nan,nan
2002-02-15,USW00023234,2002,02,15,0.0,__W,103.0,__X,nan,nan,144.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,76.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__W,nan,nan,180.0,__X,1530.0,__X,nan,nan,348.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,43.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__0,nan,nan
2002-02-16,USW00023234,2002,02,16,0.0,__W,130.0,__X,nan,nan,150.0,__0,nan,nan,nan,nan,76.0,__0,1.0,__0,107.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,220.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,220.0,__X,1752.0,__X,nan,nan,1751.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,37.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,83.0,__0,nan,nan
2002-02-17,USW00023234,2002,02,17,0.0,__W,112.0,__X,nan,nan,122.0,__0,nan,nan,nan,nan,91.0,__0,1.0,__0,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,250.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__W,nan,nan,250.0,__X,1349.0,__X,nan,nan,1349.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,36.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,78.0,__0,nan,nan
2002-02-18,USW00023234,2002,02,18,0.0,__W,80.0,__X,nan,nan,128.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,72.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,180.0,__X,2325.0,__X,nan,nan,2324.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,32.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__0,nan,nan
2002-02-19,USW00023234,2002,02,19,0.0,__W,103.0,__X,nan,nan,139.0,__0,nan,nan,nan,nan,84.0,__0,1.0,__0,80.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,160.0,__X,58.0,__X,nan,nan,32.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,43.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,100.0,__0,nan,nan
2002-02-20,USW00023234,2002,02,20,0.0,__W,98.0,__X,nan,nan,161.0,__0,nan,nan,nan,nan,0.0,T_0,1.0,__0,80.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,1.0,__X,nan,nan,nan,nan,139.0,__W,nan,nan,260.0,__X,1943.0,__X,nan,nan,1943.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,1.0,__X,34.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,111.0,__0,nan,nan
2002-02-21,USW00023234,2002,02,21,0.0,__W,58.0,__X,nan,nan,178.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,36.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__X,1.0,__X,nan,nan,nan,nan,nan,nan,144.0,__W,nan,nan,170.0,__X,811.0,__X,nan,nan,505.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,16.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,111.0,__0,nan,nan
2002-02-22,USW00023234,2002,02,22,0.0,__W,161.0,__X,nan,nan,228.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,143.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,240.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,167.0,__W,nan,nan,240.0,__X,1737.0,__X,nan,nan,1734.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,16.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,106.0,__0,nan,nan
2002-02-23,USW00023234,2002,02,23,0.0,__W,103.0,__X,nan,nan,139.0,__0,nan,nan,nan,nan,8.0,__0,1.0,__0,89.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,260.0,__X,2048.0,__X,nan,nan,2006.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,53.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__0,nan,nan
2002-02-24,USW00023234,2002,02,24,0.0,__W,103.0,__X,nan,nan,172.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,270.0,__X,1744.0,__X,nan,nan,1749.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,27.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,72.0,__0,nan,nan
2002-02-25,USW00023234,2002,02,25,0.0,__W,103.0,__X,nan,nan,211.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,144.0,__W,nan,nan,260.0,__X,1728.0,__X,nan,nan,1728.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,14.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,78.0,__0,nan,nan
2002-02-26,USW00023234,2002,02,26,0.0,__W,40.0,__X,nan,nan,206.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,40.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,340.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,150.0,__W,nan,nan,340.0,__X,1733.0,__X,nan,nan,1734.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,7.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,89.0,__0,nan,nan
2002-02-27,USW00023234,2002,02,27,0.0,__W,89.0,__X,nan,nan,233.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,76.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,172.0,__W,nan,nan,270.0,__X,1757.0,__X,nan,nan,1726.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,17.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__0,nan,nan
2002-02-28,USW00023234,2002,02,28,0.0,__W,112.0,__X,nan,nan,222.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,103.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,161.0,__W,nan,nan,260.0,__X,1637.0,__X,nan,nan,1700.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,31.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,94.0,__0,nan,nan
2002-03-01,USW00023234,2002,03,1,0.0,__W,156.0,__X,nan,nan,183.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,139.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,144.0,__W,nan,nan,10.0,__X,835.0,__X,nan,nan,844.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,46.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__0,nan,nan
2002-03-02,USW00023234,2002,03,2,0.0,__W,94.0,__X,nan,nan,183.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__W,nan,nan,90.0,__X,1238.0,__X,nan,nan,859.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,29.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,72.0,__0,nan,nan
2002-03-03,USW00023234,2002,03,3,0.0,__W,76.0,__X,nan,nan,200.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,63.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,133.0,__W,nan,nan,270.0,__X,1822.0,__X,nan,nan,1813.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,25.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,67.0,__0,nan,nan
2002-03-04,USW00023234,2002,03,4,0.0,__W,98.0,__X,nan,nan,172.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,260.0,__X,1328.0,__X,nan,nan,1328.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,32.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,72.0,__0,nan,nan
2002-03-05,USW00023234,2002,03,5,0.0,__W,94.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,72.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,150.0,__X,2307.0,__X,nan,nan,2211.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,29.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__0,nan,nan
2002-03-06,USW00023234,2002,03,6,0.0,__W,139.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,150.0,__0,1.0,__0,116.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,190.0,__X,nan,nan,1.0,__X,nan,nan,nan,nan,139.0,__W,nan,nan,200.0,__X,1720.0,__X,nan,nan,1828.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,50.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,122.0,__0,nan,nan
2002-03-07,USW00023234,2002,03,7,0.0,__W,197.0,__W,nan,nan,133.0,__0,nan,nan,nan,nan,66.0,__0,1.0,__0,161.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,260.0,__W,1629.0,__X,nan,nan,1430.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,77.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,72.0,__0,nan,nan
2002-03-08,USW00023234,2002,03,8,0.0,__W,125.0,__X,nan,nan,128.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,103.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__W,nan,nan,280.0,__X,37.0,__X,nan,nan,33.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,32.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,33.0,__0,nan,nan
2002-03-09,USW00023234,2002,03,9,0.0,__W,112.0,__X,nan,nan,150.0,__0,nan,nan,nan,nan,13.0,__0,1.0,__0,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__W,nan,nan,180.0,__X,1701.0,__X,nan,nan,1659.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,38.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,50.0,__0,nan,nan
2002-03-10,USW00023234,2002,03,10,0.0,__W,98.0,__X,nan,nan,150.0,__0,nan,nan,nan,nan,51.0,__0,1.0,__0,80.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__W,nan,nan,160.0,__X,1.0,__X,nan,nan,434.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,45.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,106.0,__0,nan,nan
2002-03-11,USW00023234,2002,03,11,0.0,__W,130.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__W,nan,nan,270.0,__X,1342.0,__X,nan,nan,1342.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,41.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__0,nan,nan
2002-03-12,USW00023234,2002,03,12,0.0,__W,148.0,__X,nan,nan,144.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,134.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,270.0,__X,1703.0,__X,nan,nan,1703.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,64.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,100.0,__0,1.0,__X
2002-03-13,USW00023234,2002,03,13,0.0,__W,183.0,__W,nan,nan,122.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,161.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,260.0,__W,1611.0,__X,nan,nan,1702.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,82.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__0,nan,nan
2002-03-14,USW00023234,2002,03,14,0.0,__W,161.0,__X,nan,nan,139.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,139.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__W,nan,nan,260.0,__X,1932.0,__X,nan,nan,1923.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,63.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,56.0,__0,nan,nan
2002-03-16,USW00023234,2002,03,16,0.0,__W,156.0,__X,nan,nan,122.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,125.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__W,nan,nan,270.0,__X,1145.0,__X,nan,nan,205.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,78.0,__0,nan,nan
2002-03-17,USW00023234,2002,03,17,0.0,__W,183.0,__W,nan,nan,106.0,__0,nan,nan,nan,nan,135.0,__0,1.0,__0,165.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__W,nan,nan,260.0,__W,1643.0,__X,nan,nan,1642.0,__W,nan,nan,1.0,__X,0.0,__0,1.0,__0,nan,nan,1.0,__X,1.0,__X,53.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,61.0,__0,nan,nan
2002-03-18,USW00023234,2002,03,18,0.0,__W,125.0,__X,nan,nan,144.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,103.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,330.0,__X,1636.0,__X,nan,nan,517.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,68.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,61.0,__0,nan,nan
2002-03-21,USW00023234,2002,03,21,0.0,__W,134.0,__X,nan,nan,172.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,210.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,139.0,__W,nan,nan,200.0,__X,1552.0,__X,nan,nan,1526.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,36.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__0,nan,nan
2002-03-22,USW00023234,2002,03,22,0.0,__W,125.0,__X,nan,nan,144.0,__0,nan,nan,nan,nan,81.0,__0,1.0,__0,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,220.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__W,nan,nan,150.0,__X,2245.0,__X,nan,nan,1308.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,51.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,106.0,__0,nan,nan
2002-03-23,USW00023234,2002,03,23,0.0,__W,125.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,46.0,__0,1.0,__0,107.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__W,nan,nan,270.0,__X,2141.0,__X,nan,nan,2140.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,61.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,100.0,__0,nan,nan
2002-03-24,USW00023234,2002,03,24,0.0,__W,143.0,__X,nan,nan,139.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,125.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,260.0,__X,1708.0,__X,nan,nan,1607.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,94.0,__0,nan,nan
2002-03-25,USW00023234,2002,03,25,0.0,__W,94.0,__X,nan,nan,139.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,250.0,__X,1813.0,__X,nan,nan,1845.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,33.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,67.0,__0,nan,nan
2002-03-26,USW00023234,2002,03,26,0.0,__W,98.0,__X,nan,nan,194.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,139.0,__W,nan,nan,260.0,__X,1625.0,__X,nan,nan,1628.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,34.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,78.0,__0,nan,nan
2002-03-27,USW00023234,2002,03,27,0.0,__W,112.0,__X,nan,nan,222.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,103.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,150.0,__W,nan,nan,250.0,__X,1754.0,__X,nan,nan,1747.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,37.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,78.0,__0,nan,nan
2002-03-28,USW00023234,2002,03,28,0.0,__W,103.0,__X,nan,nan,200.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,144.0,__W,nan,nan,280.0,__X,1540.0,__X,nan,nan,1540.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,1.0,__X,26.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,83.0,__0,nan,nan
