MM/DD/YYYY,ID,YEAR,MONTH,DAY,SNOW,SNOW_FLAGS,PRCP,PRCP_FLAGS
2010-12-12,US1CASM0008,2010,12,12,0.0,__N,0.0,__N
2010-12-13,US1CASM0008,2010,12,13,0.0,__N,0.0,__N
2010-12-16,US1CASM0008,2010,12,16,0.0,__N,0.0,__N
2010-12-23,US1CASM0008,2010,12,23,0.0,__N,0.0,__N
2010-12-24,US1CASM0008,2010,12,24,0.0,__N,0.0,__N
2010-12-28,US1CASM0008,2010,12,28,0.0,__N,0.0,__N
2010-12-31,US1CASM0008,2010,12,31,0.0,__N,0.0,__N
2011-01-03,US1CASM0008,2011,01,3,0.0,__N,0.0,__N
2011-01-04,US1CASM0008,2011,01,4,0.0,__N,0.0,__N
2011-01-05,US1CASM0008,2011,01,5,0.0,__N,0.0,__N
2011-01-06,US1CASM0008,2011,01,6,0.0,__N,0.0,__N
2011-01-07,US1CASM0008,2011,01,7,0.0,__N,0.0,__N
2011-01-08,US1CASM0008,2011,01,8,0.0,__N,0.0,__N
2011-01-09,US1CASM0008,2011,01,9,0.0,__N,0.0,__N
2011-01-10,US1CASM0008,2011,01,10,0.0,__N,0.0,__N
2011-01-11,US1CASM0008,2011,01,11,0.0,__N,0.0,__N
2011-01-12,US1CASM0008,2011,01,12,0.0,__N,0.0,__N
2011-01-13,US1CASM0008,2011,01,13,0.0,__N,0.0,__N
2011-01-14,US1CASM0008,2011,01,14,0.0,__N,0.0,__N
2011-01-15,US1CASM0008,2011,01,15,0.0,__N,0.0,__N
2011-01-16,US1CASM0008,2011,01,16,0.0,__N,0.0,__N
2011-01-17,US1CASM0008,2011,01,17,0.0,__N,0.0,__N
2011-01-18,US1CASM0008,2011,01,18,0.0,__N,0.0,__N
2011-01-19,US1CASM0008,2011,01,19,0.0,__N,0.0,__N
2011-01-20,US1CASM0008,2011,01,20,0.0,__N,0.0,__N
2011-01-21,US1CASM0008,2011,01,21,0.0,__N,0.0,__N
2011-01-22,US1CASM0008,2011,01,22,0.0,__N,0.0,__N
2011-01-23,US1CASM0008,2011,01,23,0.0,__N,0.0,__N
2011-01-24,US1CASM0008,2011,01,24,0.0,__N,0.0,__N
2011-01-25,US1CASM0008,2011,01,25,0.0,__N,0.0,__N
2011-01-26,US1CASM0008,2011,01,26,0.0,__N,0.0,__N
2011-01-27,US1CASM0008,2011,01,27,0.0,__N,0.0,__N
2011-01-28,US1CASM0008,2011,01,28,0.0,__N,0.0,__N
2011-01-29,US1CASM0008,2011,01,29,0.0,__N,0.0,__N
2011-02-01,US1CASM0008,2011,02,1,0.0,__N,0.0,__N
2011-02-02,US1CASM0008,2011,02,2,0.0,__N,0.0,__N
2011-02-03,US1CASM0008,2011,02,3,0.0,__N,0.0,__N
2011-02-04,US1CASM0008,2011,02,4,0.0,__N,0.0,__N
2011-02-05,US1CASM0008,2011,02,5,0.0,__N,0.0,__N
2011-02-06,US1CASM0008,2011,02,6,0.0,__N,0.0,__N
2011-02-07,US1CASM0008,2011,02,7,0.0,__N,0.0,__N
2011-02-08,US1CASM0008,2011,02,8,0.0,__N,0.0,__N
2011-02-09,US1CASM0008,2011,02,9,0.0,__N,0.0,__N
2011-02-10,US1CASM0008,2011,02,10,0.0,__N,0.0,__N
2011-02-11,US1CASM0008,2011,02,11,0.0,__N,0.0,__N
2011-02-12,US1CASM0008,2011,02,12,0.0,__N,0.0,__N
2011-02-13,US1CASM0008,2011,02,13,0.0,__N,0.0,__N
2011-02-23,US1CASM0008,2011,02,23,0.0,__N,0.0,__N
2011-02-26,US1CASM0008,2011,02,26,0.0,__N,0.0,__N
2011-02-27,US1CASM0008,2011,02,27,0.0,__N,0.0,__N
2011-02-28,US1CASM0008,2011,02,28,0.0,__N,0.0,__N
2011-03-01,US1CASM0008,2011,03,1,0.0,__N,0.0,__N
2011-03-04,US1CASM0008,2011,03,4,0.0,__N,0.0,__N
2011-03-05,US1CASM0008,2011,03,5,0.0,__N,0.0,__N
2011-03-07,US1CASM0008,2011,03,7,0.0,__N,0.0,__N
2011-03-09,US1CASM0008,2011,03,9,0.0,__N,0.0,__N
2011-03-10,US1CASM0008,2011,03,10,0.0,__N,0.0,__N
2011-03-11,US1CASM0008,2011,03,11,0.0,__N,0.0,__N
2011-03-17,US1CASM0008,2011,03,17,0.0,__N,0.0,__N
2011-03-28,US1CASM0008,2011,03,28,0.0,__N,0.0,__N
2011-03-29,US1CASM0008,2011,03,29,0.0,__N,0.0,__N
2011-03-30,US1CASM0008,2011,03,30,0.0,__N,0.0,__N
2011-03-31,US1CASM0008,2011,03,31,0.0,__N,0.0,__N
2011-04-01,US1CASM0008,2011,04,1,0.0,__N,0.0,__N
2011-04-02,US1CASM0008,2011,04,2,0.0,__N,0.0,__N
2011-04-03,US1CASM0008,2011,04,3,0.0,__N,0.0,__N
2011-04-04,US1CASM0008,2011,04,4,0.0,__N,0.0,__N
2011-04-05,US1CASM0008,2011,04,5,0.0,__N,0.0,__N
2011-04-06,US1CASM0008,2011,04,6,0.0,__N,0.0,__N
2011-04-09,US1CASM0008,2011,04,9,0.0,__N,0.0,__N
2011-04-10,US1CASM0008,2011,04,10,0.0,__N,0.0,__N
2011-04-11,US1CASM0008,2011,04,11,0.0,__N,0.0,__N
2011-04-12,US1CASM0008,2011,04,12,0.0,__N,0.0,__N
2011-04-13,US1CASM0008,2011,04,13,0.0,__N,0.0,__N
2011-04-15,US1CASM0008,2011,04,15,0.0,__N,0.0,__N
2011-04-16,US1CASM0008,2011,04,16,0.0,__N,0.0,__N
2011-04-17,US1CASM0008,2011,04,17,0.0,__N,0.0,__N
2011-04-18,US1CASM0008,2011,04,18,0.0,__N,0.0,__N
2011-04-20,US1CASM0008,2011,04,20,0.0,__N,0.0,__N
2011-04-22,US1CASM0008,2011,04,22,0.0,__N,0.0,__N
2011-04-23,US1CASM0008,2011,04,23,0.0,__N,0.0,__N
2011-04-24,US1CASM0008,2011,04,24,0.0,__N,0.0,__N
2011-04-25,US1CASM0008,2011,04,25,0.0,__N,0.0,__N
2011-04-26,US1CASM0008,2011,04,26,0.0,__N,0.0,__N
2011-04-27,US1CASM0008,2011,04,27,0.0,__N,0.0,__N
2011-04-28,US1CASM0008,2011,04,28,0.0,__N,0.0,__N
2011-04-29,US1CASM0008,2011,04,29,0.0,__N,0.0,__N
2011-04-30,US1CASM0008,2011,04,30,0.0,__N,0.0,__N
2011-05-01,US1CASM0008,2011,05,1,0.0,__N,0.0,__N
2011-05-02,US1CASM0008,2011,05,2,0.0,__N,0.0,__N
2011-05-03,US1CASM0008,2011,05,3,0.0,__N,0.0,__N
2011-05-04,US1CASM0008,2011,05,4,0.0,__N,0.0,__N
2011-05-05,US1CASM0008,2011,05,5,0.0,__N,0.0,__N
2011-05-06,US1CASM0008,2011,05,6,0.0,__N,0.0,__N
2011-05-07,US1CASM0008,2011,05,7,0.0,__N,0.0,__N
2011-05-08,US1CASM0008,2011,05,8,0.0,__N,0.0,__N
2011-05-09,US1CASM0008,2011,05,9,0.0,__N,0.0,__N
2011-05-10,US1CASM0008,2011,05,10,0.0,__N,0.0,__N
2011-05-11,US1CASM0008,2011,05,11,0.0,__N,0.0,__N
2011-05-12,US1CASM0008,2011,05,12,0.0,__N,0.0,__N
2011-05-13,US1CASM0008,2011,05,13,0.0,__N,0.0,__N
2011-05-14,US1CASM0008,2011,05,14,0.0,__N,0.0,__N
2011-05-16,US1CASM0008,2011,05,16,0.0,__N,0.0,__N
2011-05-19,US1CASM0008,2011,05,19,0.0,__N,0.0,__N
2011-05-20,US1CASM0008,2011,05,20,0.0,__N,0.0,__N
2011-05-21,US1CASM0008,2011,05,21,0.0,__N,0.0,__N
2011-05-22,US1CASM0008,2011,05,22,0.0,__N,0.0,__N
2011-05-23,US1CASM0008,2011,05,23,0.0,__N,0.0,__N
2011-05-24,US1CASM0008,2011,05,24,0.0,__N,0.0,__N
2011-05-25,US1CASM0008,2011,05,25,0.0,__N,0.0,__N
2011-05-26,US1CASM0008,2011,05,26,0.0,__N,0.0,__N
2011-05-27,US1CASM0008,2011,05,27,0.0,__N,0.0,__N
2011-05-28,US1CASM0008,2011,05,28,0.0,__N,0.0,__N
2011-05-29,US1CASM0008,2011,05,29,0.0,__N,0.0,__N
2011-05-30,US1CASM0008,2011,05,30,0.0,__N,0.0,__N
2011-06-03,US1CASM0008,2011,06,3,0.0,__N,0.0,__N
2011-06-05,US1CASM0008,2011,06,5,0.0,__N,0.0,__N
2011-06-06,US1CASM0008,2011,06,6,0.0,__N,0.0,__N
2011-06-07,US1CASM0008,2011,06,7,0.0,__N,0.0,__N
2011-06-08,US1CASM0008,2011,06,8,0.0,__N,0.0,__N
2011-06-09,US1CASM0008,2011,06,9,0.0,__N,0.0,__N
2011-06-10,US1CASM0008,2011,06,10,0.0,__N,0.0,__N
2011-06-11,US1CASM0008,2011,06,11,0.0,__N,0.0,__N
2011-06-12,US1CASM0008,2011,06,12,0.0,__N,0.0,__N
2011-06-13,US1CASM0008,2011,06,13,0.0,__N,0.0,__N
2011-06-14,US1CASM0008,2011,06,14,0.0,__N,0.0,__N
2011-06-15,US1CASM0008,2011,06,15,0.0,__N,0.0,__N
2011-06-16,US1CASM0008,2011,06,16,0.0,__N,0.0,__N
2011-06-17,US1CASM0008,2011,06,17,0.0,__N,0.0,__N
2011-06-18,US1CASM0008,2011,06,18,0.0,__N,0.0,__N
2011-06-19,US1CASM0008,2011,06,19,0.0,__N,0.0,__N
2011-06-20,US1CASM0008,2011,06,20,0.0,__N,0.0,__N
2011-06-21,US1CASM0008,2011,06,21,0.0,__N,0.0,__N
2011-06-22,US1CASM0008,2011,06,22,0.0,__N,0.0,__N
2011-06-23,US1CASM0008,2011,06,23,0.0,__N,0.0,__N
2011-06-24,US1CASM0008,2011,06,24,0.0,__N,0.0,__N
2011-06-25,US1CASM0008,2011,06,25,0.0,__N,0.0,__N
2011-06-26,US1CASM0008,2011,06,26,0.0,__N,0.0,__N
2011-06-27,US1CASM0008,2011,06,27,0.0,__N,0.0,__N
2011-06-28,US1CASM0008,2011,06,28,0.0,__N,0.0,__N
2011-06-30,US1CASM0008,2011,06,30,0.0,__N,0.0,__N
2011-07-01,US1CASM0008,2011,07,1,0.0,__N,0.0,__N
2011-07-02,US1CASM0008,2011,07,2,0.0,__N,0.0,__N
2011-07-03,US1CASM0008,2011,07,3,0.0,__N,0.0,__N
2011-07-04,US1CASM0008,2011,07,4,0.0,__N,0.0,__N
2011-07-05,US1CASM0008,2011,07,5,0.0,__N,0.0,__N
2011-07-06,US1CASM0008,2011,07,6,0.0,__N,0.0,__N
2011-07-07,US1CASM0008,2011,07,7,0.0,__N,0.0,__N
2011-07-08,US1CASM0008,2011,07,8,0.0,__N,0.0,__N
2011-07-09,US1CASM0008,2011,07,9,0.0,__N,0.0,__N
2011-07-10,US1CASM0008,2011,07,10,0.0,__N,0.0,__N
2011-07-11,US1CASM0008,2011,07,11,0.0,__N,0.0,__N
2011-07-12,US1CASM0008,2011,07,12,0.0,__N,0.0,__N
2011-07-13,US1CASM0008,2011,07,13,0.0,__N,0.0,__N
2011-07-14,US1CASM0008,2011,07,14,0.0,__N,0.0,__N
2011-07-15,US1CASM0008,2011,07,15,0.0,__N,0.0,__N
2011-07-16,US1CASM0008,2011,07,16,0.0,__N,0.0,__N
2011-07-17,US1CASM0008,2011,07,17,0.0,__N,0.0,__N
2011-07-18,US1CASM0008,2011,07,18,0.0,__N,0.0,__N
2011-07-19,US1CASM0008,2011,07,19,0.0,__N,0.0,__N
2011-07-20,US1CASM0008,2011,07,20,0.0,__N,0.0,__N
2011-07-21,US1CASM0008,2011,07,21,0.0,__N,0.0,__N
2011-07-22,US1CASM0008,2011,07,22,0.0,__N,0.0,__N
2011-07-23,US1CASM0008,2011,07,23,0.0,__N,0.0,__N
2011-07-24,US1CASM0008,2011,07,24,0.0,__N,0.0,__N
2011-07-25,US1CASM0008,2011,07,25,0.0,__N,0.0,__N
2011-07-26,US1CASM0008,2011,07,26,0.0,__N,0.0,__N
2011-07-27,US1CASM0008,2011,07,27,0.0,__N,0.0,__N
2011-07-28,US1CASM0008,2011,07,28,0.0,__N,0.0,__N
2011-07-29,US1CASM0008,2011,07,29,0.0,__N,0.0,__N
2011-07-30,US1CASM0008,2011,07,30,0.0,__N,0.0,__N
2011-07-31,US1CASM0008,2011,07,31,0.0,__N,0.0,__N
2011-08-01,US1CASM0008,2011,08,1,0.0,__N,0.0,__N
2011-08-02,US1CASM0008,2011,08,2,0.0,__N,0.0,__N
2011-08-03,US1CASM0008,2011,08,3,0.0,__N,0.0,__N
2011-08-04,US1CASM0008,2011,08,4,0.0,__N,0.0,__N
2011-08-05,US1CASM0008,2011,08,5,0.0,__N,0.0,__N
2011-08-06,US1CASM0008,2011,08,6,0.0,__N,0.0,__N
2011-08-07,US1CASM0008,2011,08,7,0.0,__N,0.0,__N
2011-08-08,US1CASM0008,2011,08,8,0.0,__N,0.0,__N
2011-08-09,US1CASM0008,2011,08,9,0.0,__N,0.0,__N
2011-08-10,US1CASM0008,2011,08,10,0.0,__N,0.0,__N
2011-08-11,US1CASM0008,2011,08,11,0.0,__N,0.0,__N
2011-08-12,US1CASM0008,2011,08,12,0.0,__N,0.0,__N
2011-08-13,US1CASM0008,2011,08,13,0.0,__N,0.0,__N
2011-08-14,US1CASM0008,2011,08,14,0.0,__N,0.0,__N
2011-08-15,US1CASM0008,2011,08,15,0.0,__N,0.0,__N
2011-08-16,US1CASM0008,2011,08,16,0.0,__N,0.0,__N
2011-08-17,US1CASM0008,2011,08,17,0.0,__N,0.0,__N
2011-08-18,US1CASM0008,2011,08,18,0.0,__N,0.0,__N
2011-08-19,US1CASM0008,2011,08,19,0.0,__N,0.0,__N
2011-08-20,US1CASM0008,2011,08,20,0.0,__N,0.0,__N
2011-08-21,US1CASM0008,2011,08,21,0.0,__N,0.0,__N
2011-08-22,US1CASM0008,2011,08,22,0.0,__N,0.0,__N
2011-08-23,US1CASM0008,2011,08,23,0.0,__N,0.0,__N
2011-08-24,US1CASM0008,2011,08,24,0.0,__N,0.0,__N
2011-08-25,US1CASM0008,2011,08,25,0.0,__N,0.0,__N
2011-08-26,US1CASM0008,2011,08,26,0.0,__N,0.0,__N
2011-08-27,US1CASM0008,2011,08,27,0.0,__N,0.0,__N
2011-08-28,US1CASM0008,2011,08,28,0.0,__N,0.0,__N
2011-08-29,US1CASM0008,2011,08,29,0.0,__N,0.0,__N
2011-08-30,US1CASM0008,2011,08,30,0.0,__N,0.0,__N
2011-08-31,US1CASM0008,2011,08,31,0.0,__N,0.0,__N
2011-09-01,US1CASM0008,2011,09,1,0.0,__N,0.0,__N
2011-09-02,US1CASM0008,2011,09,2,0.0,__N,0.0,__N
2011-09-03,US1CASM0008,2011,09,3,0.0,__N,0.0,__N
2011-09-04,US1CASM0008,2011,09,4,0.0,__N,0.0,__N
2011-09-05,US1CASM0008,2011,09,5,0.0,__N,0.0,__N
2011-09-06,US1CASM0008,2011,09,6,0.0,__N,0.0,__N
2011-09-07,US1CASM0008,2011,09,7,0.0,__N,0.0,__N
2011-09-08,US1CASM0008,2011,09,8,0.0,__N,0.0,__N
2011-09-09,US1CASM0008,2011,09,9,0.0,__N,0.0,__N
2011-09-10,US1CASM0008,2011,09,10,0.0,__N,0.0,__N
2011-09-11,US1CASM0008,2011,09,11,0.0,__N,0.0,__N
2011-09-12,US1CASM0008,2011,09,12,0.0,__N,0.0,__N
2011-09-13,US1CASM0008,2011,09,13,0.0,__N,0.0,__N
2011-09-14,US1CASM0008,2011,09,14,0.0,__N,0.0,__N
2011-09-15,US1CASM0008,2011,09,15,0.0,__N,0.0,__N
2011-09-16,US1CASM0008,2011,09,16,0.0,__N,0.0,__N
2011-09-17,US1CASM0008,2011,09,17,0.0,__N,0.0,__N
2011-09-18,US1CASM0008,2011,09,18,0.0,__N,0.0,__N
2011-09-19,US1CASM0008,2011,09,19,0.0,__N,0.0,__N
2011-09-20,US1CASM0008,2011,09,20,0.0,__N,0.0,__N
2011-09-21,US1CASM0008,2011,09,21,0.0,__N,0.0,__N
2011-09-22,US1CASM0008,2011,09,22,0.0,__N,0.0,__N
2011-09-23,US1CASM0008,2011,09,23,0.0,__N,0.0,__N
2011-09-24,US1CASM0008,2011,09,24,0.0,__N,0.0,__N
2011-09-25,US1CASM0008,2011,09,25,0.0,__N,0.0,__N
2011-09-26,US1CASM0008,2011,09,26,0.0,__N,0.0,__N
2011-09-27,US1CASM0008,2011,09,27,0.0,__N,0.0,__N
2011-09-28,US1CASM0008,2011,09,28,0.0,__N,0.0,__N
2011-09-29,US1CASM0008,2011,09,29,0.0,__N,0.0,__N
2011-09-30,US1CASM0008,2011,09,30,0.0,__N,0.0,__N
2011-10-01,US1CASM0008,2011,10,1,0.0,__N,0.0,__N
2011-10-02,US1CASM0008,2011,10,2,0.0,__N,0.0,__N
2011-10-03,US1CASM0008,2011,10,3,0.0,__N,0.0,__N
2011-10-08,US1CASM0008,2011,10,8,0.0,__N,0.0,__N
2011-10-09,US1CASM0008,2011,10,9,0.0,__N,0.0,__N
2011-10-10,US1CASM0008,2011,10,10,0.0,__N,0.0,__N
2011-10-13,US1CASM0008,2011,10,13,0.0,__N,0.0,__N
2011-10-14,US1CASM0008,2011,10,14,0.0,__N,0.0,__N
2011-10-15,US1CASM0008,2011,10,15,0.0,__N,0.0,__N
2011-10-16,US1CASM0008,2011,10,16,0.0,__N,0.0,__N
2011-10-17,US1CASM0008,2011,10,17,0.0,__N,0.0,__N
2011-10-18,US1CASM0008,2011,10,18,0.0,__N,0.0,__N
2011-10-19,US1CASM0008,2011,10,19,0.0,__N,0.0,__N
2011-10-20,US1CASM0008,2011,10,20,0.0,__N,0.0,__N
2011-10-21,US1CASM0008,2011,10,21,0.0,__N,0.0,__N
2011-10-22,US1CASM0008,2011,10,22,0.0,__N,0.0,__N
2011-10-23,US1CASM0008,2011,10,23,0.0,__N,0.0,__N
2011-10-24,US1CASM0008,2011,10,24,0.0,__N,0.0,__N
2011-10-25,US1CASM0008,2011,10,25,0.0,__N,0.0,__N
2011-10-26,US1CASM0008,2011,10,26,0.0,__N,0.0,__N
2011-10-27,US1CASM0008,2011,10,27,0.0,__N,0.0,__N
2011-10-28,US1CASM0008,2011,10,28,0.0,__N,0.0,__N
2011-10-29,US1CASM0008,2011,10,29,0.0,__N,0.0,__N
2011-10-30,US1CASM0008,2011,10,30,0.0,__N,0.0,__N
2011-10-31,US1CASM0008,2011,10,31,0.0,__N,0.0,__N
2011-11-01,US1CASM0008,2011,11,1,0.0,__N,0.0,__N
2011-11-02,US1CASM0008,2011,11,2,0.0,__N,0.0,__N
2011-11-03,US1CASM0008,2011,11,3,0.0,__N,0.0,__N
2011-11-07,US1CASM0008,2011,11,7,0.0,__N,0.0,__N
2011-11-08,US1CASM0008,2011,11,8,0.0,__N,0.0,__N
2011-11-09,US1CASM0008,2011,11,9,0.0,__N,0.0,__N
2011-11-10,US1CASM0008,2011,11,10,0.0,__N,0.0,__N
2011-11-11,US1CASM0008,2011,11,11,0.0,__N,0.0,__N
2011-11-14,US1CASM0008,2011,11,14,0.0,__N,0.0,__N
2011-11-15,US1CASM0008,2011,11,15,0.0,__N,0.0,__N
2011-11-16,US1CASM0008,2011,11,16,0.0,__N,0.0,__N
2011-11-17,US1CASM0008,2011,11,17,0.0,__N,0.0,__N
2011-11-18,US1CASM0008,2011,11,18,0.0,__N,0.0,__N
2011-11-22,US1CASM0008,2011,11,22,0.0,__N,0.0,__N
2011-11-23,US1CASM0008,2011,11,23,0.0,__N,0.0,__N
2011-11-24,US1CASM0008,2011,11,24,0.0,__N,0.0,__N
2011-11-26,US1CASM0008,2011,11,26,0.0,__N,0.0,__N
2011-11-27,US1CASM0008,2011,11,27,0.0,__N,0.0,__N
2011-11-28,US1CASM0008,2011,11,28,0.0,__N,0.0,__N
2011-12-01,US1CASM0008,2011,12,1,0.0,__N,0.0,__N
2011-12-02,US1CASM0008,2011,12,2,0.0,__N,0.0,__N
2011-12-03,US1CASM0008,2011,12,3,0.0,__N,0.0,__N
2011-12-04,US1CASM0008,2011,12,4,0.0,__N,0.0,__N
2011-12-05,US1CASM0008,2011,12,5,0.0,__N,0.0,__N
2011-12-06,US1CASM0008,2011,12,6,0.0,__N,0.0,__N
2011-12-07,US1CASM0008,2011,12,7,0.0,__N,0.0,__N
2011-12-08,US1CASM0008,2011,12,8,0.0,__N,0.0,__N
2011-12-09,US1CASM0008,2011,12,9,0.0,__N,0.0,__N
2011-12-10,US1CASM0008,2011,12,10,0.0,__N,0.0,__N
2011-12-11,US1CASM0008,2011,12,11,0.0,__N,0.0,__N
2011-12-13,US1CASM0008,2011,12,13,0.0,__N,0.0,__N
2011-12-14,US1CASM0008,2011,12,14,0.0,__N,0.0,__N
2011-12-16,US1CASM0008,2011,12,16,0.0,__N,0.0,__N
2011-12-17,US1CASM0008,2011,12,17,0.0,__N,0.0,__N
2011-12-20,US1CASM0008,2011,12,20,0.0,__N,0.0,__N
2011-12-21,US1CASM0008,2011,12,21,0.0,__N,0.0,__N
2011-12-22,US1CASM0008,2011,12,22,0.0,__N,0.0,__N
2011-12-23,US1CASM0008,2011,12,23,0.0,__N,0.0,__N
2011-12-25,US1CASM0008,2011,12,25,0.0,__N,0.0,__N
2011-12-26,US1CASM0008,2011,12,26,0.0,__N,0.0,__N
2011-12-31,US1CASM0008,2011,12,31,0.0,__N,0.0,__N
2012-01-01,US1CASM0008,2012,01,1,0.0,__N,0.0,__N
2012-01-02,US1CASM0008,2012,01,2,0.0,__N,0.0,__N
2012-01-03,US1CASM0008,2012,01,3,0.0,__N,0.0,__N
2012-01-05,US1CASM0008,2012,01,5,0.0,__N,0.0,__N
2012-01-07,US1CASM0008,2012,01,7,0.0,__N,0.0,__N
2012-01-08,US1CASM0008,2012,01,8,0.0,__N,0.0,__N
2012-01-09,US1CASM0008,2012,01,9,0.0,__N,0.0,__N
2012-01-10,US1CASM0008,2012,01,10,0.0,__N,0.0,__N
2012-01-11,US1CASM0008,2012,01,11,0.0,__N,0.0,__N
2012-01-12,US1CASM0008,2012,01,12,0.0,__N,0.0,__N
2012-01-13,US1CASM0008,2012,01,13,0.0,__N,0.0,__N
2012-01-14,US1CASM0008,2012,01,14,0.0,__N,0.0,__N
2012-01-15,US1CASM0008,2012,01,15,0.0,__N,0.0,__N
2012-01-16,US1CASM0008,2012,01,16,0.0,__N,0.0,__N
2012-01-17,US1CASM0008,2012,01,17,0.0,__N,0.0,__N
2012-01-18,US1CASM0008,2012,01,18,0.0,__N,0.0,__N
2012-01-19,US1CASM0008,2012,01,19,0.0,__N,0.0,__N
2012-01-24,US1CASM0008,2012,01,24,0.0,__N,0.0,__N
2012-01-25,US1CASM0008,2012,01,25,0.0,__N,0.0,__N
2012-01-26,US1CASM0008,2012,01,26,0.0,__N,0.0,__N
2012-01-27,US1CASM0008,2012,01,27,0.0,__N,0.0,__N
2012-01-28,US1CASM0008,2012,01,28,0.0,__N,0.0,__N
2012-01-29,US1CASM0008,2012,01,29,0.0,__N,0.0,__N
2012-01-30,US1CASM0008,2012,01,30,0.0,__N,0.0,__N
2012-01-31,US1CASM0008,2012,01,31,0.0,__N,0.0,__N
2012-02-02,US1CASM0008,2012,02,2,0.0,__N,0.0,__N
2012-02-03,US1CASM0008,2012,02,3,0.0,__N,0.0,__N
2012-02-04,US1CASM0008,2012,02,4,0.0,__N,0.0,__N
2012-02-05,US1CASM0008,2012,02,5,0.0,__N,0.0,__N
2012-02-06,US1CASM0008,2012,02,6,0.0,__N,0.0,__N
2012-02-08,US1CASM0008,2012,02,8,0.0,__N,0.0,__N
2012-02-09,US1CASM0008,2012,02,9,0.0,__N,0.0,__N
2012-02-12,US1CASM0008,2012,02,12,0.0,__N,0.0,__N
2012-02-16,US1CASM0008,2012,02,16,0.0,__N,0.0,__N
2012-02-18,US1CASM0008,2012,02,18,0.0,__N,0.0,__N
2012-02-19,US1CASM0008,2012,02,19,0.0,__N,0.0,__N
2012-02-21,US1CASM0008,2012,02,21,0.0,__N,0.0,__N
2012-02-22,US1CASM0008,2012,02,22,0.0,__N,0.0,__N
2012-02-23,US1CASM0008,2012,02,23,0.0,__N,0.0,__N
2012-02-25,US1CASM0008,2012,02,25,0.0,__N,0.0,__N
2012-03-02,US1CASM0008,2012,03,2,0.0,__N,0.0,__N
2012-03-03,US1CASM0008,2012,03,3,0.0,__N,0.0,__N
2012-03-04,US1CASM0008,2012,03,4,0.0,__N,0.0,__N
2012-03-05,US1CASM0008,2012,03,5,0.0,__N,0.0,__N
2012-03-07,US1CASM0008,2012,03,7,0.0,__N,0.0,__N
2012-03-08,US1CASM0008,2012,03,8,0.0,__N,0.0,__N
2012-03-09,US1CASM0008,2012,03,9,0.0,__N,0.0,__N
2012-03-11,US1CASM0008,2012,03,11,0.0,__N,0.0,__N
2012-03-19,US1CASM0008,2012,03,19,0.0,__N,0.0,__N
2012-03-20,US1CASM0008,2012,03,20,0.0,__N,0.0,__N
2012-03-21,US1CASM0008,2012,03,21,0.0,__N,0.0,__N
2012-03-22,US1CASM0008,2012,03,22,0.0,__N,0.0,__N
2012-03-26,US1CASM0008,2012,03,26,0.0,__N,0.0,__N
2012-03-27,US1CASM0008,2012,03,27,0.0,__N,0.0,__N
2012-03-30,US1CASM0008,2012,03,30,0.0,__N,0.0,__N
2012-03-31,US1CASM0008,2012,03,31,0.0,__N,0.0,__N
2012-04-03,US1CASM0008,2012,04,3,0.0,__N,0.0,__N
2012-04-05,US1CASM0008,2012,04,5,0.0,__N,0.0,__N
2012-04-07,US1CASM0008,2012,04,7,0.0,__N,0.0,__N
2012-04-08,US1CASM0008,2012,04,8,0.0,__N,0.0,__N
2012-04-09,US1CASM0008,2012,04,9,0.0,__N,0.0,__N
2012-04-15,US1CASM0008,2012,04,15,0.0,__N,0.0,__N
2012-04-17,US1CASM0008,2012,04,17,0.0,__N,0.0,__N
2012-04-18,US1CASM0008,2012,04,18,0.0,__N,0.0,__N
2012-04-19,US1CASM0008,2012,04,19,0.0,__N,0.0,__N
2012-04-21,US1CASM0008,2012,04,21,0.0,__N,0.0,__N
2012-04-22,US1CASM0008,2012,04,22,0.0,__N,0.0,__N
2012-04-24,US1CASM0008,2012,04,24,0.0,__N,0.0,__N
2012-04-27,US1CASM0008,2012,04,27,0.0,__N,0.0,__N
2012-04-28,US1CASM0008,2012,04,28,0.0,__N,0.0,__N
2012-04-29,US1CASM0008,2012,04,29,0.0,__N,0.0,__N
2012-04-30,US1CASM0008,2012,04,30,0.0,__N,0.0,__N
2012-05-01,US1CASM0008,2012,05,1,0.0,__N,0.0,__N
2012-05-02,US1CASM0008,2012,05,2,0.0,__N,0.0,__N
2012-05-03,US1CASM0008,2012,05,3,0.0,__N,0.0,__N
2012-05-05,US1CASM0008,2012,05,5,0.0,__N,0.0,__N
2012-05-06,US1CASM0008,2012,05,6,0.0,__N,0.0,__N
2012-05-07,US1CASM0008,2012,05,7,0.0,__N,0.0,__N
2012-05-08,US1CASM0008,2012,05,8,0.0,__N,0.0,__N
2012-05-09,US1CASM0008,2012,05,9,0.0,__N,0.0,__N
2012-05-10,US1CASM0008,2012,05,10,0.0,__N,0.0,__N
2012-05-11,US1CASM0008,2012,05,11,0.0,__N,0.0,__N
2012-05-12,US1CASM0008,2012,05,12,0.0,__N,0.0,__N
2012-05-13,US1CASM0008,2012,05,13,0.0,__N,0.0,__N
2012-05-14,US1CASM0008,2012,05,14,0.0,__N,0.0,__N
2012-05-15,US1CASM0008,2012,05,15,0.0,__N,0.0,__N
2012-05-16,US1CASM0008,2012,05,16,0.0,__N,0.0,__N
2012-05-17,US1CASM0008,2012,05,17,0.0,__N,0.0,__N
