Location,Count Date,Day,24 Hr. Total Vol.,location1
ARIZONA AVENUE N/O 3RD STREET,01/14/2010 12:00:00 AM,Thur,1214,"ARIZONA AVENUE N/O 3RD STREET, california"
ARIZONA AVENUE N/O 6TH STREET,02/06/2008 12:00:00 AM,Wed,11398,"ARIZONA AVENUE N/O 6TH STREET, california"
ARIZONA AVENUE N/O OLYMPIC BOULEVARD,02/06/2008 12:00:00 AM,Wed,8594,"ARIZONA AVENUE N/O OLYMPIC BOULEVARD, california"
ARIZONA AVENUE N/O WHITTIER BOULEVARD,02/06/2008 12:00:00 AM,Wed,11801,"ARIZONA AVENUE N/O WHITTIER BOULEVARD, california"
ARIZONA AVENUE S/O 3RD STREET,01/19/2010 12:00:00 AM,Tue,1140,"ARIZONA AVENUE S/O 3RD STREET, california"
ARIZONA AVENUE S/O 3RD STREET,01/18/2010 12:00:00 AM,Mon,703,"ARIZONA AVENUE S/O 3RD STREET, california"
ARIZONA AVENUE S/O 3RD STREET,01/17/2010 12:00:00 AM,Sun,832,"ARIZONA AVENUE S/O 3RD STREET, california"
ARIZONA AVENUE S/O 3RD STREET,01/16/2010 12:00:00 AM,Sat,964,"ARIZONA AVENUE S/O 3RD STREET, california"
ARIZONA AVENUE S/O 3RD STREET,01/15/2010 12:00:00 AM,Fri,1294,"ARIZONA AVENUE S/O 3RD STREET, california"
ARIZONA AVENUE S/O 3RD STREET,01/14/2010 12:00:00 AM,Thur,1208,"ARIZONA AVENUE S/O 3RD STREET, california"
ARIZONA AVENUE S/O 3RD STREET,03/19/2008 12:00:00 AM,Wed,898,"ARIZONA AVENUE S/O 3RD STREET, california"
ARIZONA AVENUE S/O CESAR E CHAVEZ AVENUE,03/19/2008 12:00:00 AM,Wed,752,"ARIZONA AVENUE S/O CESAR E CHAVEZ AVENUE, california"
ARLAND AVENUE N/O CELITO DRIVE,02/10/2010 12:00:00 AM,Wed,617,"ARLAND AVENUE N/O CELITO DRIVE, california"
ARLAND AVENUE S/O CELITO DRIVE,02/10/2010 12:00:00 AM,Wed,1318,"ARLAND AVENUE S/O CELITO DRIVE, california"
ARMSDALE AVENUE N/O TELEGRAPH ROAD,10/18/2011 12:00:00 AM,Tue,1276,"ARMSDALE AVENUE N/O TELEGRAPH ROAD, california"
ARROW HIGHWAY Direction 1 CITRUS AVENUE,03/30/2008 12:00:00 AM,Sun,15478,"ARROW HIGHWAY Direction 1 CITRUS AVENUE, california"
ARROW HIGHWAY Direction 1 CITRUS AVENUE,03/29/2008 12:00:00 AM,Sat,21607,"ARROW HIGHWAY Direction 1 CITRUS AVENUE, california"
ARROW HIGHWAY Direction 1 CITRUS AVENUE,03/28/2008 12:00:00 AM,Fri,28752,"ARROW HIGHWAY Direction 1 CITRUS AVENUE, california"
CHANTRY FLAT ROAD N/O ARNO DRIVE,01/26/2015 12:00:00 AM,Mon,488,"CHANTRY FLAT ROAD N/O ARNO DRIVE, california"
ARROW HIGHWAY Direction 1 CITRUS AVENUE,03/27/2008 12:00:00 AM,Thur,27264,"ARROW HIGHWAY Direction 1 CITRUS AVENUE, california"
ARROW HIGHWAY E/O AZUSA AVENUE,03/30/2008 12:00:00 AM,Sun,18475,"ARROW HIGHWAY E/O AZUSA AVENUE, california"
ARROW HIGHWAY E/O AZUSA AVENUE,03/29/2008 12:00:00 AM,Sat,23727,"ARROW HIGHWAY E/O AZUSA AVENUE, california"
ARROW HIGHWAY E/O AZUSA AVENUE,03/28/2008 12:00:00 AM,Fri,29478,"ARROW HIGHWAY E/O AZUSA AVENUE, california"
ARROW HIGHWAY E/O AZUSA AVENUE,03/27/2008 12:00:00 AM,Thur,27950,"ARROW HIGHWAY E/O AZUSA AVENUE, california"
ARROW HIGHWAY E/O BARRANCA AVENUE,04/02/2008 12:00:00 AM,Wed,27847,"ARROW HIGHWAY E/O BARRANCA AVENUE, california"
ARROW HIGHWAY E/O BONNIE COVE AVENUE,02/23/2010 12:00:00 AM,Tue,22364,"ARROW HIGHWAY E/O BONNIE COVE AVENUE, california"
ARROW HIGHWAY E/O BONNIE COVE AVENUE,03/30/2008 12:00:00 AM,Sun,15976,"ARROW HIGHWAY E/O BONNIE COVE AVENUE, california"
ARROW HIGHWAY E/O BONNIE COVE AVENUE,03/29/2008 12:00:00 AM,Sat,21052,"ARROW HIGHWAY E/O BONNIE COVE AVENUE, california"
ARROW HIGHWAY E/O BONNIE COVE AVENUE,03/28/2008 12:00:00 AM,Fri,26751,"ARROW HIGHWAY E/O BONNIE COVE AVENUE, california"
ARROW HIGHWAY E/O BONNIE COVE AVENUE,03/27/2008 12:00:00 AM,Thur,24731,"ARROW HIGHWAY E/O BONNIE COVE AVENUE, california"
ARROW HIGHWAY E/O BONNIE COVE AVENUE,10/30/2007 12:00:00 AM,Tue,26624,"ARROW HIGHWAY E/O BONNIE COVE AVENUE, california"
PINE STREET E/O ALAMEDA STREET,07/18/2015 12:00:00 AM,Sat,7117,"PINE STREET E/O ALAMEDA STREET, california"
ARROW HIGHWAY E/O FAIRVALLEY AVENUE,03/24/2014 12:00:00 AM,Mon,22816,"ARROW HIGHWAY E/O FAIRVALLEY AVENUE, california"
ARROW HIGHWAY E/O FAIRVALLEY AVENUE,03/23/2014 12:00:00 AM,Sun,15360,"ARROW HIGHWAY E/O FAIRVALLEY AVENUE, california"
ARROW HIGHWAY E/O FAIRVALLEY AVENUE,03/22/2014 12:00:00 AM,Sat,19621,"ARROW HIGHWAY E/O FAIRVALLEY AVENUE, california"
ARROW HIGHWAY E/O FAIRVALLEY AVENUE,03/21/2014 12:00:00 AM,Fri,28450,"ARROW HIGHWAY E/O FAIRVALLEY AVENUE, california"
ARROW HIGHWAY E/O FAIRVALLEY AVENUE,03/20/2014 12:00:00 AM,Thur,23475,"ARROW HIGHWAY E/O FAIRVALLEY AVENUE, california"
ARROW HIGHWAY E/O GLENDORA AVENUE,02/22/2010 12:00:00 AM,Mon,23668,"ARROW HIGHWAY E/O GLENDORA AVENUE, california"
ARROW HIGHWAY E/O GLENDORA AVENUE,03/27/2008 12:00:00 AM,Thur,26589,"ARROW HIGHWAY E/O GLENDORA AVENUE, california"
ARROW HIGHWAY E/O GLENDORA AVENUE,10/30/2007 12:00:00 AM,Tue,28625,"ARROW HIGHWAY E/O GLENDORA AVENUE, california"
ARROW HIGHWAY E/O GRAND AVENUE,02/27/2013 12:00:00 AM,Wed,24254,"ARROW HIGHWAY E/O GRAND AVENUE, california"
ARROW HIGHWAY E/O GRAND AVENUE,04/02/2008 12:00:00 AM,Wed,28211,"ARROW HIGHWAY E/O GRAND AVENUE, california"
ARROW HIGHWAY E/O LARK ELLEN AVENUE,03/30/2008 12:00:00 AM,Sun,17420,"ARROW HIGHWAY E/O LARK ELLEN AVENUE, california"
ARROW HIGHWAY E/O LARK ELLEN AVENUE,03/29/2008 12:00:00 AM,Sat,21813,"ARROW HIGHWAY E/O LARK ELLEN AVENUE, california"
ARROW HIGHWAY E/O LARK ELLEN AVENUE,03/28/2008 12:00:00 AM,Fri,28679,"ARROW HIGHWAY E/O LARK ELLEN AVENUE, california"
ARROW HIGHWAY E/O LARK ELLEN AVENUE,03/27/2008 12:00:00 AM,Thur,27092,"ARROW HIGHWAY E/O LARK ELLEN AVENUE, california"
ARROW HIGHWAY E/O SUNFLOWER AVENUE,12/10/2013 12:00:00 AM,Tue,22550,"ARROW HIGHWAY E/O SUNFLOWER AVENUE, california"
ARROW HIGHWAY E/O SUNFLOWER AVENUE,04/02/2008 12:00:00 AM,Wed,25135,"ARROW HIGHWAY E/O SUNFLOWER AVENUE, california"
ARROW HIGHWAY E/O VINCENT AVENUE,03/30/2008 12:00:00 AM,Sun,15839,"ARROW HIGHWAY E/O VINCENT AVENUE, california"
ARROW HIGHWAY E/O VINCENT AVENUE,03/29/2008 12:00:00 AM,Sat,20255,"ARROW HIGHWAY E/O VINCENT AVENUE, california"
ARROW HIGHWAY E/O VINCENT AVENUE,03/28/2008 12:00:00 AM,Fri,27927,"ARROW HIGHWAY E/O VINCENT AVENUE, california"
ARROW HIGHWAY E/O VINCENT AVENUE,03/27/2008 12:00:00 AM,Thur,26405,"ARROW HIGHWAY E/O VINCENT AVENUE, california"
ARROW HIGHWAY W/O GLENDORA AVENUE,02/22/2010 12:00:00 AM,Mon,21168,"ARROW HIGHWAY W/O GLENDORA AVENUE, california"
ARROW HIGHWAY W/O GLENDORA AVENUE,10/30/2007 12:00:00 AM,Tue,26491,"ARROW HIGHWAY W/O GLENDORA AVENUE, california"
ARROW HIGHWAY W/O VALLEY CENTER AVENUE,02/22/2010 12:00:00 AM,Mon,21306,"ARROW HIGHWAY W/O VALLEY CENTER AVENUE, california"
ARROW HIGHWAY W/O VALLEY CENTER AVENUE,10/30/2007 12:00:00 AM,Tue,25491,"ARROW HIGHWAY W/O VALLEY CENTER AVENUE, california"
ARROYO DRIVE E/O NEIL ARMSTRONG STREET,01/02/2013 12:00:00 AM,Wed,5944,"ARROYO DRIVE E/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE E/O NEIL ARMSTRONG STREET,05/06/2012 12:00:00 AM,Sun,5382,"ARROYO DRIVE E/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE E/O NEIL ARMSTRONG STREET,05/05/2012 12:00:00 AM,Sat,5556,"ARROYO DRIVE E/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE E/O NEIL ARMSTRONG STREET,05/04/2012 12:00:00 AM,Fri,6471,"ARROYO DRIVE E/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE E/O NEIL ARMSTRONG STREET,05/03/2012 12:00:00 AM,Thur,6060,"ARROYO DRIVE E/O NEIL ARMSTRONG STREET, california"
AVENUE N E/O 30TH STREET W,08/19/2008 12:00:00 AM,Tue,13911,"AVENUE N E/O 30TH STREET W, california"
ARROYO DRIVE E/O NEIL ARMSTRONG STREET,05/02/2012 12:00:00 AM,Wed,5689,"ARROYO DRIVE E/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE E/O POTRERO GRANDE DRIVE,01/12/2010 12:00:00 AM,Tue,6256,"ARROYO DRIVE E/O POTRERO GRANDE DRIVE, california"
ARROYO DRIVE N/O LEFFINGWELL ROAD,11/22/2009 12:00:00 AM,Sun,1380,"ARROYO DRIVE N/O LEFFINGWELL ROAD, california"
ARROYO DRIVE N/O LEFFINGWELL ROAD,11/21/2009 12:00:00 AM,Sat,1909,"ARROYO DRIVE N/O LEFFINGWELL ROAD, california"
ARROYO DRIVE N/O LEFFINGWELL ROAD,11/20/2009 12:00:00 AM,Fri,1782,"ARROYO DRIVE N/O LEFFINGWELL ROAD, california"
ARROYO DRIVE N/O LEFFINGWELL ROAD,11/19/2009 12:00:00 AM,Thur,1572,"ARROYO DRIVE N/O LEFFINGWELL ROAD, california"
ARROYO DRIVE S/O MULBERRY DRIVE,11/22/2009 12:00:00 AM,Sun,1602,"ARROYO DRIVE S/O MULBERRY DRIVE, california"
ARROYO DRIVE S/O MULBERRY DRIVE,11/21/2009 12:00:00 AM,Sat,2014,"ARROYO DRIVE S/O MULBERRY DRIVE, california"
ARROYO DRIVE S/O MULBERRY DRIVE,11/20/2009 12:00:00 AM,Fri,2161,"ARROYO DRIVE S/O MULBERRY DRIVE, california"
ARROYO DRIVE S/O MULBERRY DRIVE,11/19/2009 12:00:00 AM,Thur,2035,"ARROYO DRIVE S/O MULBERRY DRIVE, california"
ARROYO DRIVE S/O MYSTIC STREET,11/22/2009 12:00:00 AM,Sun,1097,"ARROYO DRIVE S/O MYSTIC STREET, california"
ARROYO DRIVE S/O MYSTIC STREET,11/21/2009 12:00:00 AM,Sat,1365,"ARROYO DRIVE S/O MYSTIC STREET, california"
ARROYO DRIVE S/O MYSTIC STREET,11/20/2009 12:00:00 AM,Fri,1572,"ARROYO DRIVE S/O MYSTIC STREET, california"
ARROYO DRIVE S/O MYSTIC STREET,11/19/2009 12:00:00 AM,Thur,1502,"ARROYO DRIVE S/O MYSTIC STREET, california"
ARROYO DRIVE W/O NEIL ARMSTRONG STREET,01/02/2013 12:00:00 AM,Wed,5950,"ARROYO DRIVE W/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE W/O NEIL ARMSTRONG STREET,05/06/2012 12:00:00 AM,Sun,4796,"ARROYO DRIVE W/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE W/O NEIL ARMSTRONG STREET,05/05/2012 12:00:00 AM,Sat,5149,"ARROYO DRIVE W/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE W/O NEIL ARMSTRONG STREET,05/04/2012 12:00:00 AM,Fri,6359,"ARROYO DRIVE W/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE W/O NEIL ARMSTRONG STREET,05/03/2012 12:00:00 AM,Thur,6144,"ARROYO DRIVE W/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE W/O NEIL ARMSTRONG STREET,05/02/2012 12:00:00 AM,Wed,5928,"ARROYO DRIVE W/O NEIL ARMSTRONG STREET, california"
ARROYO DRIVE W/O POTRERO GRANDE DRIVE,01/12/2010 12:00:00 AM,Tue,2226,"ARROYO DRIVE W/O POTRERO GRANDE DRIVE, california"
ARTESIA BOULEVARD E/O ARDMORE AVENUE,05/21/2007 12:00:00 AM,Mon,18110,"ARTESIA BOULEVARD E/O ARDMORE AVENUE, california"
ARTESIA BOULEVARD E/O ARDMORE AVENUE,05/20/2007 12:00:00 AM,Sun,10914,"ARTESIA BOULEVARD E/O ARDMORE AVENUE, california"
ARTESIA BOULEVARD E/O ARDMORE AVENUE,05/19/2007 12:00:00 AM,Sat,14442,"ARTESIA BOULEVARD E/O ARDMORE AVENUE, california"
ARTESIA BOULEVARD E/O ARDMORE AVENUE,05/18/2007 12:00:00 AM,Fri,20966,"ARTESIA BOULEVARD E/O ARDMORE AVENUE, california"
ARTESIA BOULEVARD E/O ARDMORE AVENUE,05/17/2007 12:00:00 AM,Thur,19341,"ARTESIA BOULEVARD E/O ARDMORE AVENUE, california"
ARTESIA BOULEVARD E/O CLARK AVENUE,05/21/2007 12:00:00 AM,Mon,18377,"ARTESIA BOULEVARD E/O CLARK AVENUE, california"
ACADEMY DRIVE S/O CARTESIAN CIRCLE,01/26/2015 12:00:00 AM,Mon,2087,"ACADEMY DRIVE S/O CARTESIAN CIRCLE, california"
ARTESIA BOULEVARD E/O CLARK AVENUE,05/20/2007 12:00:00 AM,Sun,10786,"ARTESIA BOULEVARD E/O CLARK AVENUE, california"
ARTESIA BOULEVARD E/O CLARK AVENUE,05/19/2007 12:00:00 AM,Sat,14416,"ARTESIA BOULEVARD E/O CLARK AVENUE, california"
EASTERN AVENUE S/O ROSILYN DRIVE,02/06/2015 12:00:00 AM,Fri,18443,"EASTERN AVENUE S/O ROSILYN DRIVE, california"
ARTESIA BOULEVARD E/O CLARK AVENUE,05/18/2007 12:00:00 AM,Fri,21391,"ARTESIA BOULEVARD E/O CLARK AVENUE, california"
ARTESIA BOULEVARD E/O CLARK AVENUE,05/17/2007 12:00:00 AM,Thur,19669,"ARTESIA BOULEVARD E/O CLARK AVENUE, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST,01/19/2009 12:00:00 AM,Mon,15550,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST,01/18/2009 12:00:00 AM,Sun,7894,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST,01/17/2009 12:00:00 AM,Sat,10210,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST,01/16/2009 12:00:00 AM,Fri,17674,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST,01/15/2009 12:00:00 AM,Thur,16775,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST,01/14/2009 12:00:00 AM,Wed,16372,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE EAST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST,01/19/2009 12:00:00 AM,Mon,15508,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST,01/18/2009 12:00:00 AM,Sun,7884,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST,01/17/2009 12:00:00 AM,Sat,10365,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST,01/16/2009 12:00:00 AM,Fri,17631,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST, california"
ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST,01/15/2009 12:00:00 AM,Thur,17089,"ARTESIA BOULEVARD E/O INDUSTRY CIRCLE WEST, california"
ANTELOPE HIGHWAY E/O 263RD STREET E,11/30/2011 12:00:00 AM,Wed,8574,"ANTELOPE HIGHWAY E/O 263RD STREET E, california"
VIA MARINA N/O CAPTAINS ROW DRIVE,02/21/2015 12:00:00 AM,Sat,6832,"VIA MARINA N/O CAPTAINS ROW DRIVE, california"
ANTELOPE HIGHWAY E/O 263RD STREET E,11/29/2011 12:00:00 AM,Tue,8367,"ANTELOPE HIGHWAY E/O 263RD STREET E, california"
ANTELOPE HIGHWAY W/O 263RD STREE E,09/05/2011 12:00:00 AM,Mon,8054,"ANTELOPE HIGHWAY W/O 263RD STREE E, california"
ANTELOPE HIGHWAY W/O 263RD STREE E,09/04/2011 12:00:00 AM,Sun,8479,"ANTELOPE HIGHWAY W/O 263RD STREE E, california"
ANTELOPE HIGHWAY W/O 263RD STREE E,09/03/2011 12:00:00 AM,Sat,9080,"ANTELOPE HIGHWAY W/O 263RD STREE E, california"
ANTELOPE HIGHWAY W/O 263RD STREE E,09/02/2011 12:00:00 AM,Fri,10553,"ANTELOPE HIGHWAY W/O 263RD STREE E, california"
ANTELOPE HIGHWAY W/O 263RD STREE E,09/01/2011 12:00:00 AM,Thur,8779,"ANTELOPE HIGHWAY W/O 263RD STREE E, california"
ANTELOPE HIGHWAY W/O 263RD STREE E,08/31/2011 12:00:00 AM,Wed,8183,"ANTELOPE HIGHWAY W/O 263RD STREE E, california"
ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD,10/02/2011 12:00:00 AM,Sun,274,"ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD, california"
ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD,10/01/2011 12:00:00 AM,Sat,202,"ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD, california"
ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD,09/30/2011 12:00:00 AM,Fri,1126,"ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD, california"
ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD,09/29/2011 12:00:00 AM,Thur,1260,"ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD, california"
ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD,09/28/2011 12:00:00 AM,Wed,1258,"ANTELOPE WOODS ROAD E/O CROWN VALLEY ROAD, california"
APPLEDALE AVENUE N/O GREYFORD STREET,04/09/2014 12:00:00 AM,Wed,1671,"APPLEDALE AVENUE N/O GREYFORD STREET, california"
APPLEDALE AVENUE N/O GREYFORD STREET,04/08/2014 12:00:00 AM,Tue,1593,"APPLEDALE AVENUE N/O GREYFORD STREET, california"
TWEEDY BOULEVARD E/O ALAMEDA STREET,07/18/2015 12:00:00 AM,Sat,10711,"TWEEDY BOULEVARD E/O ALAMEDA STREET, california"
APPLEDALE AVENUE N/O WASHINGTON BOULEVARD,09/23/2009 12:00:00 AM,Wed,1891,"APPLEDALE AVENUE N/O WASHINGTON BOULEVARD, california"
APPLEDALE AVENUE N/O WASHINGTON BOULEVARD,09/22/2009 12:00:00 AM,Tue,1871,"APPLEDALE AVENUE N/O WASHINGTON BOULEVARD, california"
APPLEDALE AVENUE N/O WASHINGTON BOULEVARD,02/24/2008 12:00:00 AM,Sun,1898,"APPLEDALE AVENUE N/O WASHINGTON BOULEVARD, california"
APPLEDALE AVENUE N/O WASHINGTON BOULEVARD,02/23/2008 12:00:00 AM,Sat,2196,"APPLEDALE AVENUE N/O WASHINGTON BOULEVARD, california"
APPLEDALE AVENUE N/O WASHINGTON BOULEVARD,02/22/2008 12:00:00 AM,Fri,2255,"APPLEDALE AVENUE N/O WASHINGTON BOULEVARD, california"
APPLEDALE AVENUE N/O WASHINGTON BOULEVARD,02/21/2008 12:00:00 AM,Thur,2068,"APPLEDALE AVENUE N/O WASHINGTON BOULEVARD, california"
APPLEDALE AVENUE S/O ROSE HEDGE DRIVE,04/09/2014 12:00:00 AM,Wed,1152,"APPLEDALE AVENUE S/O ROSE HEDGE DRIVE, california"
APPLEDALE AVENUE S/O ROSE HEDGE DRIVE,04/08/2014 12:00:00 AM,Tue,1093,"APPLEDALE AVENUE S/O ROSE HEDGE DRIVE, california"
APPLEDALE AVENUE S/O ROSE HEDGE DRIVE,09/23/2009 12:00:00 AM,Wed,1008,"APPLEDALE AVENUE S/O ROSE HEDGE DRIVE, california"
APPLEDALE AVENUE S/O ROSE HEDGE DRIVE,09/22/2009 12:00:00 AM,Tue,1000,"APPLEDALE AVENUE S/O ROSE HEDGE DRIVE, california"
APPLEDALE AVENUE S/O ROSE HEDGE DRIVE,02/24/2008 12:00:00 AM,Sun,844,"APPLEDALE AVENUE S/O ROSE HEDGE DRIVE, california"
APPLEDALE AVENUE S/O ROSE HEDGE DRIVE,02/23/2008 12:00:00 AM,Sat,1094,"APPLEDALE AVENUE S/O ROSE HEDGE DRIVE, california"
APPLEDALE AVENUE S/O ROSE HEDGE DRIVE,02/22/2008 12:00:00 AM,Fri,1093,"APPLEDALE AVENUE S/O ROSE HEDGE DRIVE, california"
APPLEDALE AVENUE S/O ROSE HEDGE DRIVE,02/21/2008 12:00:00 AM,Thur,1057,"APPLEDALE AVENUE S/O ROSE HEDGE DRIVE, california"
92ND STREET E/O ALAMEDA STREET,07/18/2015 12:00:00 AM,Sat,10917,"92ND STREET E/O ALAMEDA STREET, california"
APRILIA AVENUE S/O ROSECRANS AVENUE,03/21/2011 12:00:00 AM,Mon,436,"APRILIA AVENUE S/O ROSECRANS AVENUE, california"
APRILIA AVENUE S/O ROSECRANS AVENUE,03/20/2011 12:00:00 AM,Sun,390,"APRILIA AVENUE S/O ROSECRANS AVENUE, california"
APRILIA AVENUE S/O ROSECRANS AVENUE,03/19/2011 12:00:00 AM,Sat,527,"APRILIA AVENUE S/O ROSECRANS AVENUE, california"
APRILIA AVENUE S/O ROSECRANS AVENUE,03/18/2011 12:00:00 AM,Fri,545,"APRILIA AVENUE S/O ROSECRANS AVENUE, california"
APRILIA AVENUE S/O ROSECRANS AVENUE,03/17/2011 12:00:00 AM,Thur,501,"APRILIA AVENUE S/O ROSECRANS AVENUE, california"
ARANBE AVENUE N/O BLISS STREET,02/26/2014 12:00:00 AM,Wed,2097,"ARANBE AVENUE N/O BLISS STREET, california"
ARANBE AVENUE N/O HATCHWAY STREET,02/26/2014 12:00:00 AM,Wed,2014,"ARANBE AVENUE N/O HATCHWAY STREET, california"
ARBOLEDA STREET E/O ROSEMEAD BOULEVARD,08/29/2012 12:00:00 AM,Wed,260,"ARBOLEDA STREET E/O ROSEMEAD BOULEVARD, california"
ARBOLEDA STREET E/O ROSEMEAD BOULEVARD,08/28/2012 12:00:00 AM,Tue,301,"ARBOLEDA STREET E/O ROSEMEAD BOULEVARD, california"
AVENUE M-4 E/O 55TH STREET W,06/19/2011 12:00:00 AM,Sun,328,"AVENUE M-4 E/O 55TH STREET W, california"
AVENUE M-4 E/O 55TH STREET W,06/18/2011 12:00:00 AM,Sat,409,"AVENUE M-4 E/O 55TH STREET W, california"
AVENUE M-4 E/O 55TH STREET W,06/17/2011 12:00:00 AM,Fri,448,"AVENUE M-4 E/O 55TH STREET W, california"
AVENUE M-4 E/O 55TH STREET W,06/16/2011 12:00:00 AM,Thur,437,"AVENUE M-4 E/O 55TH STREET W, california"
AVENUE M-4 E/O 55TH STREET W,06/15/2011 12:00:00 AM,Wed,489,"AVENUE M-4 E/O 55TH STREET W, california"
AVENUE M-8 E/O 20TH STREET W,11/19/2013 12:00:00 AM,Tue,12672,"AVENUE M-8 E/O 20TH STREET W, california"
AVENUE M-8 E/O 45TH STREET W,04/08/2007 12:00:00 AM,Sun,719,"AVENUE M-8 E/O 45TH STREET W, california"
AVENUE M-8 E/O 45TH STREET W,04/07/2007 12:00:00 AM,Sat,1014,"AVENUE M-8 E/O 45TH STREET W, california"
AVENUE M-8 E/O 45TH STREET W,04/06/2007 12:00:00 AM,Fri,1241,"AVENUE M-8 E/O 45TH STREET W, california"
AVENUE M-8 E/O 45TH STREET W,04/05/2007 12:00:00 AM,Thur,1086,"AVENUE M-8 E/O 45TH STREET W, california"
AVENUE M-8 E/O 45TH STREET W,04/04/2007 12:00:00 AM,Wed,1121,"AVENUE M-8 E/O 45TH STREET W, california"
AVENUE M-8 E/O 45TH STREET W,04/03/2007 12:00:00 AM,Tue,1117,"AVENUE M-8 E/O 45TH STREET W, california"
AVENUE M-8 E/O 50TH STREET W,05/04/2008 12:00:00 AM,Sun,1367,"AVENUE M-8 E/O 50TH STREET W, california"
AVENUE M-8 E/O 50TH STREET W,05/03/2008 12:00:00 AM,Sat,1869,"AVENUE M-8 E/O 50TH STREET W, california"
AVENUE M-8 E/O 50TH STREET W,05/02/2008 12:00:00 AM,Fri,2319,"AVENUE M-8 E/O 50TH STREET W, california"
LAKE AVENUE N/O PALM STREET (N),01/26/2015 12:00:00 AM,Mon,6333,"LAKE AVENUE N/O PALM STREET (N), california"
CHANTRY FLAT ROAD N/O ARNO DRIVE,01/27/2015 12:00:00 AM,Tue,586,"CHANTRY FLAT ROAD N/O ARNO DRIVE, california"
AVENUE M-8 E/O 50TH STREET W,05/01/2008 12:00:00 AM,Thur,2101,"AVENUE M-8 E/O 50TH STREET W, california"
AVENUE M-8 E/O 60TH STREET W,11/21/2010 12:00:00 AM,Sun,831,"AVENUE M-8 E/O 60TH STREET W, california"
AVENUE M-8 E/O 60TH STREET W,11/20/2010 12:00:00 AM,Sat,940,"AVENUE M-8 E/O 60TH STREET W, california"
AVENUE M-8 E/O 60TH STREET W,11/19/2010 12:00:00 AM,Fri,1357,"AVENUE M-8 E/O 60TH STREET W, california"
AVENUE M-8 E/O 60TH STREET W,11/18/2010 12:00:00 AM,Thur,1325,"AVENUE M-8 E/O 60TH STREET W, california"
70TH STREET WEST S/O AVENUE F,07/19/2015 12:00:00 AM,Sun,199,"70TH STREET WEST S/O AVENUE F, california"
AVENUE M-8 W/O 45TH STREET W,04/08/2007 12:00:00 AM,Sun,1176,"AVENUE M-8 W/O 45TH STREET W, california"
AVENUE M-8 W/O 45TH STREET W,04/07/2007 12:00:00 AM,Sat,1549,"AVENUE M-8 W/O 45TH STREET W, california"
BARRANCA AVENUE N/O LA FETRA DRIVE,09/07/2014 12:00:00 AM,Sun,1800,"BARRANCA AVENUE N/O LA FETRA DRIVE, california"
BARRANCA AVENUE N/O LA FETRA DRIVE,09/06/2014 12:00:00 AM,Sat,2099,"BARRANCA AVENUE N/O LA FETRA DRIVE, california"
BARRANCA AVENUE N/O LA FETRA DRIVE,09/05/2014 12:00:00 AM,Fri,3408,"BARRANCA AVENUE N/O LA FETRA DRIVE, california"
